pairing,mirror_group,mirror_side,game_seed,bot_p1,bot_p2,deck_p1,deck_p2,winner_index,winning_bot,winning_deck,turn_number,actions,status,reason
heuristic_vs_random,26,B,286696517,heuristic,random,D002,D001,0,heuristic,D002,12,213,finished,
heuristic_vs_random,27,A,584100537,heuristic,random,D001,D002,0,heuristic,D001,10,124,finished,
heuristic_vs_random,27,B,584100537,heuristic,random,D002,D001,0,heuristic,D002,10,164,finished,
heuristic_vs_random,28,A,756740142,heuristic,random,D001,D002,0,heuristic,D001,8,89,finished,
heuristic_vs_random,28,B,756740142,heuristic,random,D002,D001,0,heuristic,D002,7,82,finished,
heuristic_vs_random,29,A,722027875,heuristic,random,D001,D002,0,heuristic,D001,10,121,finished,
heuristic_vs_random,29,B,722027875,heuristic,random,D002,D001,0,heuristic,D002,8,104,finished,
heuristic_vs_random,30,A,1186871704,heuristic,random,D001,D002,0,heuristic,D001,11,170,finished,
heuristic_vs_random,30,B,1186871704,heuristic,random,D002,D001,0,heuristic,D002,11,184,finished,
heuristic_vs_random,31,A,512111133,heuristic,random,D001,D002,0,heuristic,D001,8,103,finished,
heuristic_vs_random,31,B,512111133,heuristic,random,D002,D001,0,heuristic,D002,11,172,finished,
heuristic_vs_random,32,A,1953487556,heuristic,random,D001,D002,0,heuristic,D001,9,114,finished,
heuristic_vs_random,32,B,1953487556,heuristic,random,D002,D001,0,heuristic,D002,12,230,finished,
heuristic_vs_random,33,A,1894662960,heuristic,random,D001,D002,0,heuristic,D001,11,173,finished,
heuristic_vs_random,33,B,1894662960,heuristic,random,D002,D001,1,random,D001,14,203,finished,
heuristic_vs_random,34,A,1492923359,heuristic,random,D001,D002,0,heuristic,D001,8,106,finished,
heuristic_vs_random,34,B,1492923359,heuristic,random,D002,D001,0,heuristic,D002,10,169,finished,
heuristic_vs_random,35,A,139466967,heuristic,random,D001,D002,0,heuristic,D001,13,168,finished,
heuristic_vs_random,35,B,139466967,heuristic,random,D002,D001,0,heuristic,D002,9,126,finished,
heuristic_vs_random,36,A,1814129011,heuristic,random,D001,D002,0,heuristic,D001,7,92,finished,
heuristic_vs_random,36,B,1814129011,heuristic,random,D002,D001,0,heuristic,D002,10,200,finished,
heuristic_vs_random,37,A,962418210,heuristic,random,D001,D002,0,heuristic,D001,12,152,finished,
heuristic_vs_random,37,B,962418210,heuristic,random,D002,D001,0,heuristic,D002,7,92,finished,
heuristic_vs_random,38,A,937358560,heuristic,random,D001,D002,0,heuristic,D001,8,87,finished,
heuristic_vs_random,38,B,937358560,heuristic,random,D002,D001,0,heuristic,D002,9,153,finished,
heuristic_vs_random,39,A,2089292146,heuristic,random,D001,D002,0,heuristic,D001,8,89,finished,
heuristic_vs_random,39,B,2089292146,heuristic,random,D002,D001,0,heuristic,D002,6,90,finished,
heuristic_vs_random,40,A,270959864,heuristic,random,D001,D002,0,heuristic,D001,11,152,finished,
heuristic_vs_random,40,B,270959864,heuristic,random,D002,D001,0,heuristic,D002,7,131,finished,
heuristic_vs_random,41,A,1687391877,heuristic,random,D001,D002,0,heuristic,D001,6,77,finished,
heuristic_vs_random,41,B,1687391877,heuristic,random,D002,D001,0,heuristic,D002,5,77,finished,
heuristic_vs_random,42,A,673794532,heuristic,random,D001,D002,0,heuristic,D001,7,88,finished,
heuristic_vs_random,42,B,673794532,heuristic,random,D002,D001,0,heuristic,D002,8,119,finished,
heuristic_vs_random,43,A,1796443060,heuristic,random,D001,D002,0,heuristic,D001,8,91,finished,
heuristic_vs_random,43,B,1796443060,heuristic,random,D002,D001,0,heuristic,D002,9,164,finished,
heuristic_vs_random,44,A,1034550997,heuristic,random,D001,D002,0,heuristic,D001,10,159,finished,
heuristic_vs_random,44,B,1034550997,heuristic,random,D002,D001,0,heuristic,D002,10,152,finished,
heuristic_vs_random,45,A,1027284225,heuristic,random,D001,D002,0,heuristic,D001,10,115,finished,
heuristic_vs_random,45,B,1027284225,heuristic,random,D002,D001,0,heuristic,D002,14,230,finished,
heuristic_vs_random,46,A,1145334278,heuristic,random,D001,D002,0,heuristic,D001,8,108,finished,
heuristic_vs_random,46,B,1145334278,heuristic,random,D002,D001,1,random,D001,10,162,finished,
heuristic_vs_random,47,A,2036530888,heuristic,random,D001,D002,0,heuristic,D001,6,74,finished,
heuristic_vs_random,47,B,2036530888,heuristic,random,D002,D001,0,heuristic,D002,6,76,finished,
heuristic_vs_random,48,A,930691355,heuristic,random,D001,D002,0,heuristic,D001,15,210,finished,
heuristic_vs_random,48,B,930691355,heuristic,random,D002,D001,0,heuristic,D002,10,130,finished,
heuristic_vs_random,49,A,874030043,heuristic,random,D001,D002,0,heuristic,D001,9,120,finished,
heuristic_vs_random,49,B,874030043,heuristic,random,D002,D001,0,heuristic,D002,8,110,finished,
heuristic_vs_random,50,A,304452032,heuristic,random,D001,D002,0,heuristic,D001,10,104,finished,
heuristic_vs_random,50,B,304452032,heuristic,random,D002,D001,0,heuristic,D002,10,121,finished,
random_vs_heuristic,1,A,2011753636,random,heuristic,D001,D002,1,heuristic,D002,7,102,finished,
