game_id,player_index,deck_id,won,combat_damage_leader,combat_damage_unit,effect_damage_leader,effect_damage_unit,total_leader_damage,total_unit_damage,total_damage,leader_healing,unit_healing,total_healing,lifesteal_healing,effect_healing,max_health_sync_healing,transform_max_health_sync_healing,overheal,blocked_combat_damage
77eef6933f6b4b56ae41a0746990d1c3,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77eef6933f6b4b56ae41a0746990d1c3,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fe0aab8cb244a2b802c1e2124a5e2c8,0,D001,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fe0aab8cb244a2b802c1e2124a5e2c8,1,D002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69549aa6bc2949a19a99504bb318a2d0,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69549aa6bc2949a19a99504bb318a2d0,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74dc8a58aad546fcbab2357e29335436,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74dc8a58aad546fcbab2357e29335436,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867403cdf9e643a595aa16a4b2f0206a,0,D001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867403cdf9e643a595aa16a4b2f0206a,1,D002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
